,unit,date,beta_mkt,beta_oil_partial,partial_lo,partial_hi,beta_oil_total,total_lo,total_hi,nobs
6097,Banks & insurance,2026-01-09,0.81613,-0.11166,-0.18538,-0.03794,0.05550,-0.02221,0.13321,104
6098,Banks & insurance,2026-01-16,0.81163,-0.11102,-0.18485,-0.03720,0.05748,-0.02032,0.13528,104
6099,Banks & insurance,2026-01-23,0.82153,-0.11745,-0.19304,-0.04187,0.05166,-0.02773,0.13106,104
6100,Banks & insurance,2026-01-30,0.82676,-0.11594,-0.19299,-0.03890,0.05175,-0.02757,0.13107,104
6101,Banks & insurance,2026-02-06,0.83413,-0.11894,-0.20013,-0.03776,0.05820,-0.02267,0.13906,104
6102,Banks & insurance,2026-02-13,0.82465,-0.11653,-0.19701,-0.03605,0.05747,-0.02362,0.13856,104
6103,Banks & insurance,2026-02-20,0.83293,-0.11514,-0.19519,-0.03509,0.06541,-0.01386,0.14467,104
6104,Banks & insurance,2026-02-27,0.83346,-0.11533,-0.19551,-0.03516,0.06494,-0.01450,0.14439,104
6105,Banks & insurance,2026-03-06,0.84212,-0.12316,-0.17637,-0.06995,0.01276,-0.04428,0.06980,104
6106,Banks & insurance,2026-03-13,0.84199,-0.12328,-0.17404,-0.07251,0.01282,-0.04158,0.06721,104
6107,Banks & insurance,2026-03-20,0.85765,-0.13170,-0.18151,-0.08190,0.00508,-0.04801,0.05816,104
6108,Banks & insurance,2026-03-27,0.85336,-0.13119,-0.18051,-0.08187,0.00488,-0.04791,0.05767,104
6109,Banks & insurance,2026-04-03,0.84615,-0.12931,-0.17513,-0.08348,-0.01315,-0.06427,0.03798,104
6110,Banks & insurance,2026-04-10,0.85515,-0.13733,-0.18303,-0.09162,-0.01946,-0.07128,0.03235,104
6111,Banks & insurance,2026-04-17,0.83584,-0.13778,-0.18335,-0.09222,-0.01964,-0.07325,0.03396,104
6112,Banks & insurance,2026-04-24,0.83205,-0.14800,-0.19368,-0.10232,-0.03669,-0.09043,0.01706,104
6113,Banks & insurance,2026-05-01,0.83196,-0.14607,-0.19047,-0.10167,-0.03269,-0.08509,0.01971,104
6114,Banks & insurance,2026-05-08,0.83552,-0.13357,-0.17837,-0.08877,-0.01544,-0.06704,0.03616,104
6115,Banks & insurance,2026-05-15,0.82416,-0.13811,-0.17998,-0.09624,-0.01946,-0.06783,0.02890,104
6116,Banks & insurance,2026-05-22,0.82902,-0.14028,-0.18105,-0.09951,-0.02343,-0.07100,0.02414,104
6117,Banks & insurance,2026-05-29,0.83518,-0.13767,-0.17767,-0.09768,-0.01727,-0.06354,0.02900,104
6118,Banks & insurance,2026-06-05,0.83496,-0.13871,-0.17841,-0.09902,-0.01921,-0.06521,0.02678,104
6119,Banks & insurance,2026-06-12,0.85322,-0.14638,-0.18496,-0.10781,-0.02154,-0.06670,0.02362,104
6120,Banks & insurance,2026-06-19,0.83183,-0.15022,-0.18933,-0.11111,-0.02310,-0.07012,0.02393,104
6121,Banks & insurance,2026-06-26,0.83344,-0.15086,-0.18913,-0.11260,-0.02338,-0.06939,0.02263,104
6122,Banks & insurance,2026-07-03,0.83520,-0.15121,-0.18944,-0.11297,-0.02343,-0.06941,0.02255,104
6123,Banks & insurance,2026-07-10,0.83454,-0.14874,-0.18591,-0.11158,-0.02220,-0.06721,0.02282,104
6124,Banks & insurance,2026-07-17,0.83157,-0.14250,-0.18259,-0.10242,-0.02020,-0.06550,0.02511,104
6125,Banks & insurance,2026-07-24,0.82928,-0.14406,-0.18228,-0.10585,-0.02058,-0.06377,0.02262,104
6126,Banks & insurance,2026-07-31,0.82576,-0.14353,-0.18179,-0.10528,-0.02424,-0.06757,0.01908,104
6127,Banks & insurance,2026-08-07,0.81871,-0.13930,-0.17733,-0.10126,-0.02252,-0.06589,0.02086,104
6128,Banks & insurance,2026-08-14,0.80613,-0.13746,-0.17551,-0.09941,-0.02033,-0.06356,0.02290,104
6129,Banks & insurance,2026-08-21,0.80905,-0.13923,-0.17665,-0.10182,-0.02304,-0.06571,0.01963,104
6130,Banks & insurance,2026-08-28,0.81160,-0.14093,-0.17825,-0.10361,-0.02527,-0.06770,0.01716,104
6131,Banks & insurance,2026-09-04,0.80205,-0.14019,-0.17674,-0.10364,-0.03377,-0.07666,0.00912,104
6132,Banks & insurance,2026-09-11,0.80760,-0.14256,-0.17858,-0.10654,-0.03738,-0.07964,0.00487,104
6133,Industrials & materials,2009-07-31,0.59800,0.03105,-0.04569,0.10779,0.36888,0.30601,0.43176,101
6134,Industrials & materials,2009-08-07,0.59782,0.02970,-0.04748,0.10687,0.36744,0.30398,0.43089,101
6135,Industrials & materials,2009-08-14,0.59854,0.02965,-0.04719,0.10649,0.36767,0.30469,0.43065,101
6136,Industrials & materials,2009-08-21,0.59504,0.03300,-0.04342,0.10941,0.36930,0.30582,0.43278,101
6137,Industrials & materials,2009-08-28,0.59883,0.03161,-0.04551,0.10873,0.36932,0.30578,0.43287,101
6138,Industrials & materials,2009-09-04,0.59979,0.03004,-0.04677,0.10685,0.36532,0.30269,0.42796,101
6139,Industrials & materials,2009-09-11,0.59810,0.03105,-0.04528,0.10737,0.36602,0.30323,0.42880,101
6140,Industrials & materials,2009-09-18,0.59726,0.03125,-0.04520,0.10771,0.36709,0.30415,0.43003,101
6141,Industrials & materials,2009-09-25,0.59358,0.03733,-0.03727,0.11193,0.36642,0.30449,0.42836,101
6142,Industrials & materials,2009-10-02,0.58966,0.04184,-0.03332,0.11700,0.36613,0.30344,0.42882,101
6143,Industrials & materials,2009-10-09,0.58087,0.04473,-0.03041,0.11987,0.36622,0.30388,0.42856,101
6144,Industrials & materials,2009-10-16,0.57631,0.05570,-0.03025,0.14165,0.37190,0.30448,0.43932,101
6145,Industrials & materials,2009-10-23,0.57666,0.05479,-0.03051,0.14009,0.37108,0.30394,0.43822,101
6146,Industrials & materials,2009-10-30,0.57475,0.05434,-0.03026,0.13894,0.37109,0.30476,0.43743,101
6147,Industrials & materials,2009-11-06,0.57491,0.05441,-0.03026,0.13909,0.37129,0.30488,0.43770,101
6148,Industrials & materials,2009-11-13,0.57541,0.05366,-0.03051,0.13782,0.36997,0.30325,0.43670,101
6149,Industrials & materials,2009-11-20,0.57323,0.05716,-0.02713,0.14146,0.37417,0.30684,0.44150,101
6150,Industrials & materials,2009-11-27,0.56500,0.06558,-0.02002,0.15119,0.38664,0.31795,0.45534,101
6151,Industrials & materials,2009-12-04,0.56567,0.06494,-0.02057,0.15044,0.38645,0.31795,0.45495,101
6152,Industrials & materials,2009-12-11,0.56644,0.06462,-0.01979,0.14903,0.38221,0.31422,0.45020,101
6153,Industrials & materials,2009-12-18,0.56713,0.06305,-0.02094,0.14704,0.38098,0.31355,0.44842,101
6154,Industrials & materials,2009-12-25,0.56836,0.06347,-0.02077,0.14771,0.38208,0.31444,0.44973,101
6155,Industrials & materials,2010-01-01,0.56943,0.06414,-0.02100,0.14928,0.38474,0.31679,0.45270,101
6156,Industrials & materials,2010-01-08,0.57207,0.06422,-0.02094,0.14939,0.38379,0.31546,0.45212,101
6157,Industrials & materials,2010-01-15,0.56735,0.06813,-0.01743,0.15369,0.38203,0.31346,0.45060,101
6158,Industrials & materials,2010-01-22,0.56615,0.06713,-0.01817,0.15244,0.38177,0.31408,0.44946,101
6159,Industrials & materials,2010-01-29,0.56392,0.06930,-0.01551,0.15410,0.38189,0.31418,0.44959,101
6160,Industrials & materials,2010-02-05,0.56262,0.07109,-0.01440,0.15658,0.38471,0.31678,0.45263,101
6161,Industrials & materials,2010-02-12,0.56323,0.07041,-0.01354,0.15436,0.38004,0.31242,0.44765,101
6162,Industrials & materials,2010-02-19,0.56290,0.06965,-0.01377,0.15307,0.37909,0.31224,0.44595,101
6163,Industrials & materials,2010-02-26,0.56168,0.07268,-0.01140,0.15676,0.38214,0.31461,0.44968,101
6164,Industrials & materials,2010-03-05,0.56453,0.07087,-0.01399,0.15574,0.38514,0.31791,0.45237,101
6165,Industrials & materials,2010-03-12,0.56554,0.07003,-0.01575,0.15582,0.38662,0.31930,0.45395,101
6166,Industrials & materials,2010-03-19,0.56571,0.06924,-0.01685,0.15533,0.38633,0.31860,0.45406,101
6167,Industrials & materials,2010-03-26,0.56424,0.06959,-0.01621,0.15540,0.38467,0.31690,0.45244,101
6168,Industrials & materials,2010-04-02,0.56419,0.06999,-0.01566,0.15563,0.38369,0.31603,0.45134,101
6169,Industrials & materials,2010-04-09,0.56125,0.07181,-0.01394,0.15755,0.38500,0.31729,0.45271,101
6170,Industrials & materials,2010-04-16,0.56322,0.07188,-0.01407,0.15783,0.38542,0.31739,0.45345,101
6171,Industrials & materials,2010-04-23,0.56337,0.07195,-0.01404,0.15794,0.38537,0.31728,0.45347,101
6172,Industrials & materials,2010-04-30,0.56817,0.06878,-0.01825,0.15582,0.38541,0.31747,0.45335,101
6173,Industrials & materials,2010-05-07,0.57046,0.07079,-0.01825,0.15983,0.39701,0.32918,0.46483,101
6174,Industrials & materials,2010-05-14,0.56631,0.07309,-0.01478,0.16095,0.39628,0.32839,0.46416,101
6175,Industrials & materials,2010-05-21,0.56128,0.07766,-0.01061,0.16594,0.40187,0.33412,0.46962,101
6176,Industrials & materials,2010-05-28,0.56106,0.07728,-0.01077,0.16533,0.40162,0.33408,0.46916,101
6177,Industrials & materials,2010-06-04,0.56016,0.07846,-0.01187,0.16880,0.40695,0.33854,0.47535,101
6178,Industrials & materials,2010-06-11,0.56017,0.07895,-0.01139,0.16928,0.40746,0.33901,0.47590,101
6179,Industrials & materials,2010-06-18,0.56221,0.07292,-0.01695,0.16279,0.40205,0.33462,0.46948,101
6180,Industrials & materials,2010-06-25,0.55124,0.08199,-0.01020,0.17418,0.40797,0.33876,0.47719,101
6181,Industrials & materials,2010-07-02,0.55306,0.08386,-0.01039,0.17811,0.41541,0.34689,0.48394,101
6182,Industrials & materials,2010-07-09,0.56104,0.08192,-0.01180,0.17565,0.42073,0.35209,0.48938,101
6183,Industrials & materials,2010-07-16,0.56552,0.07227,-0.02027,0.16480,0.41727,0.34990,0.48465,101
6184,Industrials & materials,2010-07-23,0.56368,0.07325,-0.01920,0.16570,0.41809,0.35074,0.48543,101
6185,Industrials & materials,2010-07-30,0.56485,0.07303,-0.01994,0.16600,0.41835,0.35086,0.48585,101
6186,Industrials & materials,2010-08-06,0.57035,0.07002,-0.02600,0.16605,0.42575,0.35714,0.49436,101
6187,Industrials & materials,2010-08-13,0.57031,0.07071,-0.02527,0.16670,0.42682,0.35866,0.49497,101
6188,Industrials & materials,2010-08-20,0.57155,0.07004,-0.02623,0.16630,0.42634,0.35810,0.49458,101
6189,Industrials & materials,2010-08-27,0.57312,0.06880,-0.02674,0.16434,0.42451,0.35656,0.49247,101
6190,Industrials & materials,2010-09-03,0.56858,0.06990,-0.02471,0.16451,0.41507,0.34592,0.48423,101
6191,Industrials & materials,2010-09-10,0.57171,0.06498,-0.03231,0.16226,0.41431,0.34562,0.48301,101
6192,Industrials & materials,2010-09-17,0.56489,0.07060,-0.02491,0.16612,0.41729,0.34723,0.48734,101
6193,Industrials & materials,2010-09-24,0.54733,0.08390,-0.01342,0.18122,0.42649,0.35297,0.50002,101
6194,Industrials & materials,2010-10-01,0.54925,0.08136,-0.01652,0.17923,0.42291,0.34685,0.49898,101
6195,Industrials & materials,2010-10-08,0.50615,0.08238,-0.01155,0.17632,0.36293,0.29976,0.42609,101
6196,Industrials & materials,2010-10-15,0.50989,0.08340,-0.01122,0.17801,0.36405,0.29825,0.42986,101
6197,Industrials & materials,2010-10-22,0.51072,0.08424,-0.01220,0.18067,0.36254,0.29280,0.43227,101
6198,Industrials & materials,2010-10-29,0.49366,0.08909,-0.00968,0.18786,0.35328,0.28711,0.41944,101
6199,Industrials & materials,2010-11-05,0.52089,0.06016,-0.03167,0.15200,0.35727,0.29245,0.42209,101
6200,Industrials & materials,2010-11-12,0.50614,0.06508,-0.02815,0.15830,0.34645,0.27958,0.41333,101
6201,Industrials & materials,2010-11-19,0.54410,0.05409,-0.03919,0.14737,0.33390,0.26961,0.39820,101
6202,Industrials & materials,2010-11-26,0.57801,0.04239,-0.05481,0.13959,0.32164,0.25894,0.38435,101
6203,Industrials & materials,2010-12-03,0.57438,0.06620,-0.05167,0.18406,0.35115,0.26489,0.43741,101
6204,Industrials & materials,2010-12-10,0.57046,0.04573,-0.07915,0.17061,0.32501,0.23058,0.41944,101
6205,Industrials & materials,2010-12-17,0.57048,0.04605,-0.08578,0.17787,0.33610,0.24025,0.43195,101
6206,Industrials & materials,2010-12-24,0.56714,0.05237,-0.08119,0.18592,0.35004,0.25511,0.44497,101
6207,Industrials & materials,2010-12-31,0.57869,0.06819,-0.05539,0.19177,0.35855,0.28009,0.43701,101
6208,Industrials & materials,2011-01-07,0.56938,0.09030,-0.02362,0.20422,0.37886,0.30833,0.44939,101
6209,Industrials & materials,2011-01-14,0.57720,0.08304,-0.03867,0.20476,0.38260,0.31192,0.45327,101
6210,Industrials & materials,2011-01-21,0.55311,0.09937,-0.02304,0.22179,0.39329,0.32153,0.46505,101
6211,Industrials & materials,2011-01-28,0.56192,0.09036,-0.03943,0.22015,0.39746,0.32483,0.47008,101
6212,Industrials & materials,2011-02-04,0.54677,0.09875,-0.03011,0.22760,0.39734,0.32449,0.47018,101
6213,Industrials & materials,2011-02-11,0.54637,0.09807,-0.03076,0.22690,0.39635,0.32345,0.46925,101
6214,Industrials & materials,2011-02-18,0.53447,0.10306,-0.02554,0.23166,0.37774,0.30196,0.45352,101
6215,Industrials & materials,2011-02-25,0.55156,0.08346,-0.04992,0.21684,0.36540,0.28641,0.44439,101
6216,Industrials & materials,2011-03-04,0.53560,0.08841,-0.04510,0.22192,0.35419,0.27351,0.43488,101
6217,Industrials & materials,2011-03-11,0.56804,0.07594,-0.06706,0.21895,0.36248,0.28471,0.44025,101
6218,Industrials & materials,2011-03-18,0.56689,0.08426,-0.06213,0.23066,0.37199,0.29070,0.45328,101
6219,Industrials & materials,2011-03-25,0.56279,0.08624,-0.06111,0.23359,0.37135,0.28992,0.45277,101
6220,Industrials & materials,2011-04-01,0.56730,0.08193,-0.06629,0.23016,0.36987,0.28814,0.45160,101
6221,Industrials & materials,2011-04-08,0.56599,0.08450,-0.05772,0.22671,0.35997,0.27907,0.44087,101
6222,Industrials & materials,2011-04-15,0.56023,0.08672,-0.05685,0.23030,0.36171,0.28109,0.44233,101
6223,Industrials & materials,2011-04-22,0.56014,0.08625,-0.05716,0.22966,0.36130,0.28090,0.44170,102
6224,Industrials & materials,2011-04-29,0.56410,0.08797,-0.05543,0.23138,0.36602,0.28621,0.44582,103
6225,Industrials & materials,2011-05-06,0.56700,0.08317,-0.04337,0.20971,0.34365,0.27271,0.41459,104
6226,Industrials & materials,2011-05-13,0.57237,0.08454,-0.04011,0.20918,0.34514,0.27674,0.41354,104
6227,Industrials & materials,2011-05-20,0.57543,0.07411,-0.05680,0.20502,0.33690,0.26202,0.41178,104
6228,Industrials & materials,2011-05-27,0.56999,0.08661,-0.04083,0.21406,0.34910,0.27871,0.41949,104
6229,Industrials & materials,2011-06-03,0.57173,0.09121,-0.03564,0.21806,0.35418,0.28478,0.42358,104
6230,Industrials & materials,2011-06-10,0.56971,0.09330,-0.02998,0.21658,0.35223,0.28249,0.42196,104
6231,Industrials & materials,2011-06-17,0.56588,0.10070,-0.02307,0.22446,0.35409,0.28459,0.42359,104
6232,Industrials & materials,2011-06-24,0.57066,0.09639,-0.02476,0.21755,0.34916,0.28224,0.41608,104
6233,Industrials & materials,2011-07-01,0.56734,0.09299,-0.02972,0.21569,0.35140,0.28547,0.41734,104
6234,Industrials & materials,2011-07-08,0.56432,0.07561,-0.04488,0.19611,0.31562,0.25003,0.38122,104
6235,Industrials & materials,2011-07-15,0.56196,0.07536,-0.04492,0.19563,0.30543,0.23770,0.37317,104
6236,Industrials & materials,2011-07-22,0.56057,0.07520,-0.04531,0.19571,0.30142,0.23168,0.37115,104
6237,Industrials & materials,2011-07-29,0.55990,0.07503,-0.04566,0.19572,0.30243,0.23258,0.37227,104
6238,Industrials & materials,2011-08-05,0.60161,0.06705,-0.05296,0.18706,0.33797,0.26945,0.40649,104
6239,Industrials & materials,2011-08-12,0.59867,0.06974,-0.04965,0.18914,0.33890,0.26891,0.40888,104
6240,Industrials & materials,2011-08-19,0.61618,0.05867,-0.06172,0.17906,0.33476,0.26354,0.40597,104
6241,Industrials & materials,2011-08-26,0.60588,0.06464,-0.05405,0.18334,0.33836,0.26931,0.40740,104
6242,Industrials & materials,2011-09-02,0.60605,0.07376,-0.04870,0.19623,0.35257,0.28238,0.42277,104
6243,Industrials & materials,2011-09-09,0.63047,0.06332,-0.06144,0.18807,0.35243,0.28235,0.42252,104
6244,Industrials & materials,2011-09-16,0.62952,0.06877,-0.05510,0.19265,0.35165,0.27803,0.42527,104
6245,Industrials & materials,2011-09-23,0.65039,0.06372,-0.05469,0.18213,0.37921,0.30756,0.45087,104
6246,Industrials & materials,2011-09-30,0.66571,0.04987,-0.05684,0.15658,0.37852,0.31184,0.44521,104
6247,Industrials & materials,2011-10-07,0.69780,0.03753,-0.05488,0.12994,0.37172,0.30183,0.44161,104
6248,Industrials & materials,2011-10-14,0.72194,-0.00749,-0.07212,0.05715,0.36465,0.31038,0.41891,104
6249,Industrials & materials,2011-10-21,0.71326,0.00203,-0.06093,0.06499,0.36133,0.30813,0.41452,104
6250,Industrials & materials,2011-10-28,0.72937,0.00320,-0.05646,0.06286,0.36731,0.31621,0.41842,104
6251,Industrials & materials,2011-11-04,0.72541,0.00576,-0.05319,0.06471,0.36565,0.31451,0.41680,104
6252,Industrials & materials,2011-11-11,0.71836,0.00873,-0.05036,0.06782,0.36676,0.31575,0.41776,104
6253,Industrials & materials,2011-11-18,0.72282,0.01562,-0.04752,0.07876,0.37781,0.32215,0.43347,104
6254,Industrials & materials,2011-11-25,0.71855,0.01766,-0.04480,0.08012,0.38183,0.32641,0.43726,104
6255,Industrials & materials,2011-12-02,0.71376,0.01917,-0.04344,0.08179,0.38910,0.33432,0.44389,104
6256,Industrials & materials,2011-12-09,0.70476,0.03037,-0.03571,0.09645,0.41455,0.35722,0.47188,104
6257,Industrials & materials,2011-12-16,0.70460,0.03218,-0.03436,0.09871,0.41682,0.35983,0.47381,104
6258,Industrials & materials,2011-12-23,0.70496,0.03183,-0.03423,0.09789,0.42007,0.36402,0.47613,104
6259,Industrials & materials,2011-12-30,0.70978,0.02370,-0.03812,0.08551,0.41607,0.36169,0.47046,104
6260,Industrials & materials,2012-01-06,0.70905,0.02713,-0.03502,0.08928,0.41603,0.36092,0.47114,104
6261,Industrials & materials,2012-01-13,0.71108,0.02245,-0.03866,0.08356,0.41409,0.35776,0.47042,104
6262,Industrials & materials,2012-01-20,0.72373,0.02054,-0.04187,0.08294,0.41196,0.35489,0.46902,104
6263,Industrials & materials,2012-01-27,0.73123,0.01344,-0.04734,0.07422,0.41301,0.35632,0.46970,104
6264,Industrials & materials,2012-02-03,0.73486,0.01396,-0.04694,0.07486,0.41529,0.35811,0.47248,104
6265,Industrials & materials,2012-02-10,0.73936,0.00841,-0.05455,0.07138,0.42214,0.36474,0.47954,104
6266,Industrials & materials,2012-02-17,0.73971,0.01072,-0.05342,0.07485,0.42391,0.36494,0.48289,104
6267,Industrials & materials,2012-02-24,0.73266,0.02317,-0.04532,0.09167,0.42870,0.36643,0.49096,104
6268,Industrials & materials,2012-03-02,0.73170,0.02569,-0.04459,0.09598,0.42502,0.36150,0.48854,104
6269,Industrials & materials,2012-03-09,0.73075,0.02662,-0.04304,0.09628,0.42484,0.36144,0.48825,104
6270,Industrials & materials,2012-03-16,0.73297,0.02520,-0.04392,0.09432,0.42397,0.36065,0.48728,104
6271,Industrials & materials,2012-03-23,0.73170,0.02455,-0.04468,0.09377,0.42434,0.36123,0.48745,104
6272,Industrials & materials,2012-03-30,0.73059,0.02570,-0.04481,0.09622,0.42596,0.36203,0.48990,104
6273,Industrials & materials,2012-04-06,0.73389,0.02648,-0.04424,0.09720,0.42730,0.36365,0.49095,104
6274,Industrials & materials,2012-04-13,0.72944,0.02963,-0.04164,0.10089,0.42926,0.36551,0.49301,104
6275,Industrials & materials,2012-04-20,0.72771,0.03104,-0.03970,0.10179,0.42505,0.36147,0.48863,104
6276,Industrials & materials,2012-04-27,0.72903,0.03032,-0.04056,0.10120,0.42479,0.36126,0.48833,104
6277,Industrials & materials,2012-05-04,0.73037,0.02792,-0.04306,0.09889,0.39608,0.32867,0.46349,104
6278,Industrials & materials,2012-05-11,0.73450,0.02440,-0.04820,0.09700,0.39961,0.33166,0.46756,104
6279,Industrials & materials,2012-05-18,0.74982,0.03307,-0.03856,0.10469,0.40974,0.34877,0.47070,104
6280,Industrials & materials,2012-05-25,0.74821,0.03692,-0.03517,0.10901,0.41033,0.34941,0.47125,104
6281,Industrials & materials,2012-06-01,0.75152,0.00696,-0.07814,0.09206,0.38142,0.30511,0.45773,104
6282,Industrials & materials,2012-06-08,0.75209,0.00526,-0.08058,0.09110,0.38054,0.30362,0.45747,104
6283,Industrials & materials,2012-06-15,0.75221,0.01589,-0.07583,0.10760,0.39039,0.31160,0.46918,104
6284,Industrials & materials,2012-06-22,0.77188,0.00490,-0.08155,0.09135,0.37975,0.30304,0.45647,104
6285,Industrials & materials,2012-06-29,0.77348,0.00501,-0.07980,0.08982,0.37949,0.30427,0.45471,104
6286,Industrials & materials,2012-07-06,0.76631,0.00432,-0.08024,0.08889,0.36455,0.28836,0.44074,104
6287,Industrials & materials,2012-07-13,0.76752,-0.00077,-0.08497,0.08342,0.36104,0.28582,0.43625,104
6288,Industrials & materials,2012-07-20,0.77693,-0.00691,-0.09136,0.07754,0.35486,0.27941,0.43032,104
6289,Industrials & materials,2012-07-27,0.77639,-0.00682,-0.09140,0.07777,0.35459,0.27914,0.43004,104
6290,Industrials & materials,2012-08-03,0.76549,-0.00393,-0.08771,0.07984,0.34796,0.27250,0.42342,104
6291,Industrials & materials,2012-08-10,0.76718,-0.00490,-0.08964,0.07984,0.33976,0.26199,0.41753,104
6292,Industrials & materials,2012-08-17,0.76770,-0.00269,-0.08825,0.08287,0.34231,0.26408,0.42054,104
6293,Industrials & materials,2012-08-24,0.76427,-0.00251,-0.08855,0.08354,0.34544,0.26706,0.42383,104
6294,Industrials & materials,2012-08-31,0.77325,-0.00710,-0.09377,0.07956,0.34608,0.26785,0.42431,104
6295,Industrials & materials,2012-09-07,0.77244,-0.00614,-0.09258,0.08029,0.34564,0.26736,0.42393,104
6296,Industrials & materials,2012-09-14,0.77230,-0.00699,-0.09326,0.07928,0.34479,0.26660,0.42299,104
6297,Industrials & materials,2012-09-21,0.77248,-0.00761,-0.09076,0.07554,0.33308,0.25644,0.40973,104
6298,Industrials & materials,2012-09-28,0.77000,-0.00469,-0.08956,0.08019,0.33905,0.26081,0.41728,104
6299,Industrials & materials,2012-10-05,0.76439,-0.00201,-0.08676,0.08273,0.33831,0.25989,0.41672,104
6300,Industrials & materials,2012-10-12,0.76666,-0.00397,-0.08947,0.08154,0.33839,0.25963,0.41716,104
6301,Industrials & materials,2012-10-19,0.76582,-0.00236,-0.08608,0.08137,0.33446,0.25682,0.41210,104
6302,Industrials & materials,2012-10-26,0.77145,-0.00425,-0.08798,0.07947,0.33552,0.25797,0.41306,104
6303,Industrials & materials,2012-11-02,0.77210,-0.00709,-0.09089,0.07670,0.32689,0.24858,0.40519,104
6304,Industrials & materials,2012-11-09,0.77335,-0.00844,-0.09115,0.07427,0.32108,0.24299,0.39918,104
6305,Industrials & materials,2012-11-16,0.77821,-0.01069,-0.09387,0.07250,0.32022,0.24188,0.39856,104
6306,Industrials & materials,2012-11-23,0.77944,-0.01089,-0.09426,0.07247,0.32236,0.24413,0.40059,104
6307,Industrials & materials,2012-11-30,0.78130,-0.00259,-0.08643,0.08125,0.32819,0.24959,0.40679,104
6308,Industrials & materials,2012-12-07,0.77975,-0.00094,-0.08344,0.08157,0.32540,0.24771,0.40310,104
6309,Industrials & materials,2012-12-14,0.77882,-0.00019,-0.08259,0.08221,0.32494,0.24725,0.40262,104
6310,Industrials & materials,2012-12-21,0.78308,-0.00258,-0.08445,0.07929,0.32052,0.24295,0.39809,104
6311,Industrials & materials,2012-12-28,0.78040,-0.00022,-0.08211,0.08167,0.32141,0.24369,0.39912,104
6312,Industrials & materials,2013-01-04,0.77324,0.00226,-0.07979,0.08432,0.32165,0.24388,0.39942,104
6313,Industrials & materials,2013-01-11,0.77539,0.00101,-0.08224,0.08426,0.32421,0.24563,0.40278,104
6314,Industrials & materials,2013-01-18,0.78619,-0.00276,-0.08584,0.08032,0.32381,0.24512,0.40250,104
6315,Industrials & materials,2013-01-25,0.78646,-0.00353,-0.08654,0.07949,0.32344,0.24483,0.40206,104
6316,Industrials & materials,2013-02-01,0.78970,-0.00206,-0.08427,0.08015,0.32346,0.24540,0.40151,104
6317,Industrials & materials,2013-02-08,0.79023,-0.00310,-0.08513,0.07893,0.32230,0.24438,0.40022,104
6318,Industrials & materials,2013-02-15,0.79725,-0.00848,-0.09212,0.07515,0.32045,0.24188,0.39902,104
6319,Industrials & materials,2013-02-22,0.78810,0.00532,-0.08368,0.09431,0.34766,0.26457,0.43075,104
6320,Industrials & materials,2013-03-01,0.79089,0.00069,-0.08758,0.08897,0.34282,0.26049,0.42515,104
6321,Industrials & materials,2013-03-08,0.77963,0.00242,-0.08541,0.09026,0.33664,0.25525,0.41803,104
6322,Industrials & materials,2013-03-15,0.77792,0.00444,-0.08368,0.09257,0.33729,0.25570,0.41888,104
6323,Industrials & materials,2013-03-22,0.77319,0.00270,-0.08477,0.09017,0.33241,0.25152,0.41329,104
6324,Industrials & materials,2013-03-29,0.77179,0.00026,-0.08541,0.08594,0.32754,0.24787,0.40722,104
6325,Industrials & materials,2013-04-05,0.77730,-0.00636,-0.09246,0.07975,0.33368,0.25440,0.41297,104
6326,Industrials & materials,2013-04-12,0.77890,-0.00459,-0.09121,0.08202,0.33206,0.25182,0.41230,104
6327,Industrials & materials,2013-04-19,0.78019,-0.00797,-0.09358,0.07764,0.32813,0.24850,0.40776,104
6328,Industrials & materials,2013-04-26,0.77232,-0.01545,-0.10098,0.07008,0.31753,0.23791,0.39714,104
6329,Industrials & materials,2013-05-03,0.77343,-0.01461,-0.11831,0.08908,0.35465,0.26037,0.44894,104
6330,Industrials & materials,2013-05-10,0.77314,-0.01206,-0.11786,0.09373,0.36334,0.26798,0.45870,104
6331,Industrials & materials,2013-05-17,0.77167,-0.00846,-0.11527,0.09835,0.36667,0.27066,0.46268,104
6332,Industrials & materials,2013-05-24,0.77205,-0.00780,-0.11567,0.10007,0.37045,0.27393,0.46698,104
6333,Industrials & materials,2013-05-31,0.77663,-0.01297,-0.11991,0.09396,0.36535,0.26981,0.46089,104
6334,Industrials & materials,2013-06-07,0.77288,-0.00648,-0.11321,0.10025,0.36542,0.26979,0.46105,104
6335,Industrials & materials,2013-06-14,0.76969,-0.01437,-0.12356,0.09481,0.35536,0.25658,0.45413,104
6336,Industrials & materials,2013-06-21,0.76754,-0.00691,-0.12069,0.10686,0.36645,0.26392,0.46898,104
6337,Industrials & materials,2013-06-28,0.77451,-0.00101,-0.11467,0.11264,0.36137,0.25874,0.46401,104
6338,Industrials & materials,2013-07-05,0.76758,0.00795,-0.10703,0.12292,0.38225,0.28031,0.48420,104
6339,Industrials & materials,2013-07-12,0.76972,0.00785,-0.10736,0.12306,0.38428,0.28217,0.48638,104
6340,Industrials & materials,2013-07-19,0.77138,0.00753,-0.10749,0.12255,0.38251,0.28048,0.48455,104
6341,Industrials & materials,2013-07-26,0.77392,0.00728,-0.10792,0.12249,0.38138,0.27905,0.48372,104
